COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,QUANTITY,UNIT_OF_MEASURE,UNIT_OF_MEAS_DESC,UNIT_PRICE,ITM_TOT_AM,MASTER_AGREEMENT,CONTRACT_NAME,PURCHASE_ORDER,AWARD_DATE,VENDOR_CODE,LGL_NM,AD_LN_1,AD_LN_2,CITY,ST,ZIP,CTRY,DATA_BUILD_DATE
3456445,"GLASSES, SAFETY",,1.,EA,Each,108.,108.00,MA5000GA230000029,Safety eyewear for Rudy Salinas with Remote Facilities,DO220025061711030,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
20400,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTE,ASANA BUS LIC 1Y - 15 LICENSES quote PLRR738,0.,,,0.,"6,045.00",MA9100NC230000085A,Asana Licenses,DO910025061610945,06/17/2025,CDW7127170,CDW LLC,230 N MILWAUKEE AVENUE,,VERNON HILLS,IL,60061-9740,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,70.,70.00,MA5000GA230000029,#1 - Safety eyewear for Cedric Ray with Remote Facilities,DO220025061711027,06/17/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
2065530,INTEGRATED HARDWARE AND SOFTWARE SOLUTION,PR0018761  Quote-648741-45656.975AR  Axon Fleet 3 Hardware as a Service   IT Installations.,0.,,,0.,"264,675.04",MA6400NC230000042,HW_SV-AXON Fleet 3 Camera Systems,DO640025060610650,06/17/2025,TAS7137270,"Axon Enterprise, Inc.",17800 N 85TH ST,,SCOTTSDALE,AZ,85255-6311,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",,0.,,,0.,3.82,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",Customer Account Number 711632 - Quote Number: 101193325v1,2.,EA,Each,88.19,176.38,MA2200GA240000035,"REORDER: Reagents, Hardness, Free & Total CL",DO220025061811044,06/18/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",@ $33.99,0.,,,0.,203.94,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
34060,"Hydrants, Fire (Including Accessories and Parts)",MUELLER FLUSH FH PARTS,0.,,,0.,453.00,MA2200GA220000004,MUELLER FLUSH FH PARTS,DO220025061811040,06/18/2025,HUG8319237,Core & Main LP,1830 Craig Park Court,,St. Louis,MO,63146,US,04/06/2026
55080,"Traffic Controls and Equipment, Electric Systems",Furnish And Install Overheight Vehicle Detection System at Shaw Lane,0.,,,0.,"130,697.00",,Furnish And Install Overheight Vehicle Detection System,CT220025051900356,06/18/2025,V00000995857,Lumin8 Transportation Technologies LLC,5920 Lamar Street,,Arvada,CO,80003,US,04/06/2026
20554,"Microcomputers, Handheld, Laptop, and Notebook, ECO Certifie",PR0018818; Quote #3000190831910,1.,EA,Each,"2,710.","2,710.00",MA5000NC220000084,PR0018818 - Mobile Precision 7680 Laptop,DO910025060910712,06/18/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
40502303004,E10 - ETHANOL,,0.,,,0.,"76,576.94",MA7800GA240000081,Bulk Fuels - Pinnacle - Weekly DO,DO780025061811048,06/18/2025,V00000905922,Pinnacle Petroleum Incorporated,16651 Gemini Lane,,Huntington Beach,CA,92647,US,04/06/2026
8388533,"PARTS AND ACCESSORIES, TELECOMMUNICATION (PANDUIT OR EQUAL)",,2.,EA,Each,5.2,10.40,MA5000NA240000110,Structured cabling for 9th Floor New Offices,DO220025061811054,06/18/2025,V00001001594,"A3 Communications, Inc",PO Box 180,,Hutto,TX,78634,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",Quote Number: 101193325v1,1.,EA,Each,318.,318.00,MA2200GA240000035,"REORDER: Reagents, Hardness, Free & Total CL",DO220025061811044,06/18/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
4759903,LABORATORY SUPPLIES PER PRICE AGREEMENT,98-09221-00,3.,EA,Each,86.1,258.30,MA2200GA200000063,EAS IDEXX June 2025 Monthly Order,DO220025061811057,06/18/2025,IDE7041100,IDEXX LABORATORIES INC,PO BOX 615,,WESTBROOK,ME,04098-0615,US,04/06/2026
8388533,"PARTS AND ACCESSORIES, TELECOMMUNICATION (PANDUIT OR EQUAL)",,"2,000.",EA,Each,0.48,960.00,MA5000NA240000110,Structured cabling for 9th Floor New Offices,DO220025061811054,06/18/2025,V00001001594,"A3 Communications, Inc",PO Box 180,,Hutto,TX,78634,US,04/06/2026
4050705,"ADDITIVES, FUEL",,0.,,,0.,"2,749.95",MA7800GA240000081,Bulk Fuels - Pinnacle - Weekly DO,DO780025061811048,06/18/2025,V00000905922,Pinnacle Petroleum Incorporated,16651 Gemini Lane,,Huntington Beach,CA,92647,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",@ $7.22,0.,,,0.,108.30,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
83070,"Steel Tanks, Surface and Underground Type (For Gas","Veeder Root TLS4B with touch screen, software, probe, float and sensor wiring. Remove damaged unit and install/relocate new enclosure.",1.,EA,Each,"13,819.","13,819.00",MA7800NA200000163,replace the Veeder Root at PS04 due to vandalism,DO780025061811042,06/18/2025,EXC7020225,EXCELL ENVIRONMENTAL,PO Box 1675,,Buda,TX,78610,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",@ $1.69,0.,,,0.,67.60,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
43042,"Laboratory Gases: Argon, Carbon Dioxide, Helium, H",#HE CH300,1.,CYL,Cylinder,364.93,364.93,MA2200GA240000057,EAS Airgas June 2025 Monthly Order,DO220025061811053,06/18/2025,V00000909396,AIRGAS INC,11111 N Lamar Blvd,,Austin,TX,78753,US,04/06/2026
34060,"Hydrants, Fire (Including Accessories and Parts)",MUELLER FLUSH FH PARTS,0.,,,0.,"2,539.60",MA2200GA220000004,MUELLER FLUSH FH PARTS,DO220025061811040,06/18/2025,HUG8319237,Core & Main LP,1830 Craig Park Court,,St. Louis,MO,63146,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",@ $6.37,0.,,,0.,95.55,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
20553,"Microcomputers, Desktop or Towerbased, Environmentally Certi",PR0018766  Quote No: 3000191211707.2  Quote Date: 6/18/2025  ________________________________________________________  Dell Pro Max 14 MC14250,1.,EA,Each,"1,290.","1,290.00",MA5000NC220000084,HW-Dell Laptop and Monitor,DO640025061711032,06/18/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",@ $5.94,0.,,,0.,29.70,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",,1.,EA,Each,294.,294.00,MA2200GA240000035,"REORDER: Reagents, Hardness, Free & Total CL",DO220025061811044,06/18/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",MECHANIC SHOP BLD 2    Quote # 85200  AUSFY25-3620,0.,,,0.,42.49,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
8854462,"BI-SULFITE, SODIUM","Sodium Bisulfite 38%, QTY: 13 totes, for Walnut Creek WWTP Quote 460    Please send Invoice to: AWWALNUTAP@AUSTINTEXAS.GOV",0.,,,0.,"34,450.00",MA2200GA240000065,"Sodium Bisulfite 13 totes, for Walnut Creek WWTP Quote 459",DO220025061811033,06/18/2025,V00000949881,Kinetics Motorwerks LLC,2800 Post Oak Blvd.,Suite #5600,Houston,TX,77056,US,04/06/2026
34060,"Hydrants, Fire (Including Accessories and Parts)",MUELLER FLUSH FH PARTS,0.,,,0.,91.40,MA2200GA220000004,MUELLER FLUSH FH PARTS,DO220025061811040,06/18/2025,HUG8319237,Core & Main LP,1830 Craig Park Court,,St. Louis,MO,63146,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",,3.,EA,Each,73.7,221.10,MA2200GA240000035,"REORDER: Reagents, Hardness, Free & Total CL",DO220025061811044,06/18/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
69152,"Motors (AC, DC, Vector Duty, Washdown, Brake, Stai","Motors for Warehouse Stock    PR # 17357, PO # 19339    1 EA 1 7/16 GR8320543.23 @ $2,254.92",0.,,,0.,"2,254.92",MA8100NA210000085,Motors for Warehouse Stock,DO810025061811049,06/18/2025,V00000954507,Liber Holdings LLC,"3950 Doniphan Dr, Ste P",,El Paso,TX,79922,US,04/06/2026
20710,COMPUTER ACCESSORIES AND SUPPLIES,Dell Pro Smart Dock - SD25,1.,EA,Each,179.,179.00,MA5000NC220000084,HW-Dell Laptop and Monitor,DO640025061711032,06/18/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
34060,"Hydrants, Fire (Including Accessories and Parts)",MUELLER FLUSH FH PARTS,0.,,,0.,46.20,MA2200GA220000004,MUELLER FLUSH FH PARTS,DO220025061811040,06/18/2025,HUG8319237,Core & Main LP,1830 Craig Park Court,,St. Louis,MO,63146,US,04/06/2026
8388533,"PARTS AND ACCESSORIES, TELECOMMUNICATION (PANDUIT OR EQUAL)",,1.,EA,Each,50.,50.00,MA5000NA240000110,Structured cabling for 9th Floor New Offices,DO220025061811054,06/18/2025,V00001001594,"A3 Communications, Inc",PO Box 180,,Hutto,TX,78634,US,04/06/2026
34060,"Hydrants, Fire (Including Accessories and Parts)",MUELLER FLUSH FH PARTS,0.,,,0.,211.60,MA2200GA220000004,MUELLER FLUSH FH PARTS,DO220025061811040,06/18/2025,HUG8319237,Core & Main LP,1830 Craig Park Court,,St. Louis,MO,63146,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",2125915,2.,EA,Each,363.,726.00,MA2200GA240000035,EAS HACH June 2025 Monthly Order,DO220025061811056,06/18/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
20710,COMPUTER ACCESSORIES AND SUPPLIES,Dell 14-16 EcoLoop Backpack - CP3724,1.,EA,Each,20.62,20.62,MA5000NC220000084,HW-Dell Laptop and Monitor,DO640025061711032,06/18/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
7505665,RIVER ROCK,"1"" River Rock - Glen Bell Service Center  200 Tons River Rock / Delivery / S. Industrial",0.,,,0.,"5,442.05",MA2200GA210000041,200 Tons River Rock / Delivery  S. Industrial,DO220025061811034,06/18/2025,V00000959318,"Schuler Contracting, LLC",1405 E Riverside Drive,,Austin,TX,78741,US,04/06/2026
69152,"Motors (AC, DC, Vector Duty, Washdown, Brake, Stai","1 EA 1 7/16 GR8320544.23 @ $2,254.92",0.,,,0.,"2,254.92",MA8100NA210000085,Motors for Warehouse Stock,DO810025061811049,06/18/2025,V00000954507,Liber Holdings LLC,"3950 Doniphan Dr, Ste P",,El Paso,TX,79922,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",@ $32.29,0.,,,0.,387.48,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",,0.,,,0.,27.19,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
4050935,DIESEL FUEL (MOTOR FUEL),,0.,,,0.,"151,894.47",MA7800GA240000081,Bulk Fuels - Pinnacle - Weekly DO,DO780025061811048,06/18/2025,V00000905922,Pinnacle Petroleum Incorporated,16651 Gemini Lane,,Huntington Beach,CA,92647,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",,2.,EA,Each,187.,374.00,MA2200GA240000035,EAS HACH June 2025 Monthly Order,DO220025061811056,06/18/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",@ $11.04,0.,,,0.,22.08,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
8388533,"PARTS AND ACCESSORIES, TELECOMMUNICATION (PANDUIT OR EQUAL)",,12.,EA,Each,9.2,110.40,MA5000NA240000110,Structured cabling for 9th Floor New Offices,DO220025061811054,06/18/2025,V00001001594,"A3 Communications, Inc",PO Box 180,,Hutto,TX,78634,US,04/06/2026
20560,"Monitors, Color and Monochrome, Environmentally Certified",Dell Pro 34 Plus Video Conferencing Monitor - P3424WEB,1.,EA,Each,554.67,554.67,MA5000NC220000084,HW-Dell Laptop and Monitor,DO640025061711032,06/18/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
28512,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),"SAR: QUOTE# 53-61455, BMXDAI1604 DIG 16I 100 TO 120 VAC",0.,,,0.,"4,160.00",MA5000GC250000004,"SAR: QUOTE# 53-61455, BMXDAI1604 DIG 16I 100 TO 120 VAC",DO220025061811043,06/18/2025,V00000907073,Elliott Electric Supply Inc,10605 Delta Drive,,Austin,TX,78758,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",$3.39,0.,,,0.,135.60,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
65930,Connectors,,0.,,,0.,38.37,MA2200GA200000071,Stainless steel nipples for Remote Facilities,DO220025061811047,06/18/2025,V00000964029,"Ferguson US Holdings, Inc",200 Park Central,,Georgetown,TX,78626,US,04/06/2026
20448,Keyboards,Dell Wired Keyboard and Mouse - KM300C,1.,EA,Each,27.49,27.49,MA5000NC220000084,HW-Dell Laptop and Monitor,DO640025061711032,06/18/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
5154584,"PARTS, TORO MOWER (TORO OR EQUAL)",@ $53.54,0.,,,0.,107.08,MA7800GA220000002,MECHANIC SHOP BLD 2,DO810025061811038,06/18/2025,HIL8312370,HCOP LLC,"2914 Montopolis Dr, Ste 200",,AUSTIN,TX,78741,US,04/06/2026
40502304584,E85 - ETHANOL,,0.,,,0.,"19,314.35",MA7800GA240000081,Bulk Fuels - Pinnacle - Weekly DO,DO780025061811048,06/18/2025,V00000905922,Pinnacle Petroleum Incorporated,16651 Gemini Lane,,Huntington Beach,CA,92647,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",258999,10.,EA,Each,94.89,948.90,MA2200GA240000035,WQL HACH June 2025 Monthly Order,DO220025062011078,06/20/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",107266,3.,EA,Each,28.05,84.15,MA2200GA240000035,HOR HACH June 2025 Monthly Order,DO220025062011081,06/20/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
022,AGRICULTURAL IMPLEMENT AND ACCESSORY PARTS,"PRFY2025-2002211_Brent Bellinger  Qty: 358 10""-12"" Triploid Grass Carp delivered to Lake Austin @ $13.90 each  Kindly send invoice within 5 days of invoice date to WPDInvoices@austintexas.gov",358.,EA,Each,13.9,"4,976.20",,PRFY2025-2002211_Brent Bellinger_Triploid Grass Carp,PO630025062001456,06/20/2025,HER8308694,HERRMANN'S FISH FARM,4977 CR 83,,ROBSTOWN,TX,78380-5219,US,04/06/2026
3456445,"GLASSES, SAFETY",SAFETY GLASSES FOR BRANDON GORDON - LIFT STATIONS  PLEASE SEND INVOICE TO AWLogisticsSC@austintexas.gov,1.,EA,Each,108.,108.00,MA5000GA230000029,PDS - LS - B. GORDON SAFETY GLASSES - JUNE 2025,DO220025062011088,06/20/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
43042,"Laboratory Gases: Argon, Carbon Dioxide, Helium, H",#AI UZ300,3.,CYL,Cylinder,19.69,59.07,MA2200GA240000057,WQL Airgas June Monthly Order,DO220025062011074,06/20/2025,V00000909396,AIRGAS INC,11111 N Lamar Blvd,,Austin,TX,78753,US,04/06/2026
4759903,LABORATORY SUPPLIES PER PRICE AGREEMENT,98-08877-00,4.,EA,Each,648.9,"2,595.60",MA2200GA200000063,WQL IDEXX June 2025 Monthly Order,DO220025062011077,06/20/2025,IDE7041100,IDEXX LABORATORIES INC,PO BOX 615,,WESTBROOK,ME,04098-0615,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",2723353,3.,EA,Each,244.,732.00,MA2200GA240000035,WQL HACH June 2025 Monthly Order,DO220025062011078,06/20/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","4-20 mA/0-10 V input, single line 4-digit LED display, no transmitter power. Item# PD603-6R0-0. Vector Controls quote# 1357799",22.,EA,Each,179.81,"3,955.82",,Process Digital Panel Meters,CT2200AW250617094,06/20/2025,V00000946646,Vector Controls LLC,2200 10th street ste 300,,Plano,TX,75074,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",107166,3.,EA,Each,24.95,74.85,MA2200GA240000035,HOR HACH June 2025 Monthly Order,DO220025062011081,06/20/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
4759903,LABORATORY SUPPLIES PER PRICE AGREEMENT,98-21675-00,8.,EA,Each,80.85,646.80,MA2200GA200000063,WQL IDEXX June 2025 Monthly Order,DO220025062011077,06/20/2025,IDE7041100,IDEXX LABORATORIES INC,PO BOX 615,,WESTBROOK,ME,04098-0615,US,04/06/2026
65595,Video Equipment and Accessories,"PEC 32"" Display Upgrade PO 11513  Professional Integration Services & Services - Room Support and Maintenance  Proposal no: 485463-1",0.,,,0.,"4,707.50",MA5000NA210000123,"PEC 32"" Display Upgrade PO 11513",DO820025062011072,06/20/2025,AUD8304186,AVI-SPL LLC,6301 BENJAMIN ROAD,SUITE 101,TAMPA,FL,33634,US,04/06/2026
4759903,LABORATORY SUPPLIES PER PRICE AGREEMENT,98-09221-00,4.,EA,Each,86.1,344.40,MA2200GA200000063,WQL IDEXX June 2025 Monthly Order,DO220025062011077,06/20/2025,IDE7041100,IDEXX LABORATORIES INC,PO BOX 615,,WESTBROOK,ME,04098-0615,US,04/06/2026
65595,Video Equipment and Accessories,"PEC SOC 55"" Display PO 11514  Proposal no: 485690-1     Proposal no: 485690-1, CR-001",0.,,,0.,"13,392.97",MA5000NA210000123,"PEC SOC 55"" Display PO 11514",DO820025062011071,06/20/2025,AUD8304186,AVI-SPL LLC,6301 BENJAMIN ROAD,SUITE 101,TAMPA,FL,33634,US,04/06/2026
89064,Sewer Inspection Equipment,"QTY 2 - PN WM407-1 - PCB ASSY, OVERVOLTAGE PROTECT PRGMD",0.,,,0.,266.57,MA2200GS240000003,CLS - WBSC - PARTS FOR REPAIR - JUNE 2025,DO220025062011091,06/20/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
65595,Video Equipment and Accessories,"PEC 32"" Display Upgrade PO 11513  Total Equipment Cost & General & Administrative  Proposal no: 485463-1",0.,,,0.,"3,282.15",MA5000NA210000123,"PEC 32"" Display Upgrade PO 11513",DO820025062011072,06/20/2025,AUD8304186,AVI-SPL LLC,6301 BENJAMIN ROAD,SUITE 101,TAMPA,FL,33634,US,04/06/2026
0754181,"STANDS, VEHICLE, SAFETY",Pair of Bus Stands for rear tandem axils,1.,PR,Pair,"5,668.32","5,668.32",,Pair of Bus Stands for rear tandem axils,CT870025061700392,06/20/2025,V00000929274,MOTIS LLC,N102W19300 Willow Creek Way,,Germantown,WI,53022,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",2745050,10.,EA,Each,31.69,316.90,MA2200GA240000035,WQL HACH June 2025 Monthly Order,DO220025062011078,06/20/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
89064,Sewer Inspection Equipment,SHIPPING / FREIGHT CHARGE  PLEASE SEND INVOICE TO AWLogisticsSC@austintexas.gov,0.,,,0.,35.00,MA2200GS240000003,CLS - WBSC - PARTS FOR REPAIR - JUNE 2025,DO220025062011091,06/20/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",2802400,3.,EA,Each,96.79,290.37,MA2200GA240000035,WQL HACH June 2025 Monthly Order,DO220025062011078,06/20/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
22017,"Flood Control Devices, Equipment, Including Parts and Access",SCADA System replacement for FEWS.  PR FY2025-2002183  Requested for: Keith Thompson Created by: Scott Prinsen  Quote N:126881 Austin-2025_Revised_Parts_Quotation  Kindly send invoice within 5 days of invoice date.,0.,,,0.,"30,375.93",MA6300NS220000028,FY2025-2002183_Keith Thompson_High Sierra Water Detection,DO630025062011073,06/20/2025,HIG8311586,HIGH SIERRA ELECTRONICS INC,155 SPRING HILL DR STE 106,,GRASS VALLEY,CA,95945-5929,US,04/06/2026
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","input, 4 relays, dual-line 6-digit LED display, 24 VDC transmitter power. Item #PD6000-6R4. Vector Controls quote# 1357799",27.,EA,Each,503.31,"13,589.37",,Process Digital Panel Meters,CT2200AW250617094,06/20/2025,V00000946646,Vector Controls LLC,2200 10th street ste 300,,Plano,TX,75074,US,04/06/2026
34072,"Rescue Equipment, Supplies and Accessories Includi",ETA Date: 2025-07-11 -- PR256838-Fire Line Barricade Tape    1.  ITEM# PRESC-B3103Y718 - 3 MIL FIRE LINE DNC BILINGUAL -- QTY: 168 EACH @ $17.50 EACH.    No Freight.    Ref Quote#3812560  Custom tape is subject to a production variance of +/- 20%.      OMNIA #159498 THIS PRICING IS FOR AUSTIN FIRE DEPT AND IS NOT ELIGIBLE FOR OTHER PUBLIC OR NON-PROFIT AGENCIES,0.,,,0.,"2,940.00",,PR256838-Fire Line Barricade Tape,PO830025062001455,06/20/2025,V00000966447,"Mallory Safety and Supply, LLC",645 Wilson St.,,Eugene,OR,97402,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",9659000,1.,EA,Each,445.,445.00,MA2200GA240000035,WQL HACH June 2025 Monthly Order,DO220025062011078,06/20/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
2045405,ACCESSORIES FOR LAPTOP COMPUTER,PR0018826  Quote No.: 3000191102472  Customer Agreement Number: TX-MA 5000 NC220000084  -----------------  Dell EcoLoop Pro Backpack 15,2.,EA,Each,38.24,76.48,MA5000NC220000084,"Desktops, monitors, and peripherals for security desk at Gro",DO560025062111097,06/21/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
20553,"Microcomputers, Desktop or Towerbased, Environmentally Certi",(i5) Dell Pro Slim Plus QBS1250,1.,EA,Each,"1,035.","1,035.00",MA5000NC220000084,"Desktops, monitors, and peripherals for security desk at Gro",DO560025062111097,06/21/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
